Ax_By_Cz,A,B,C,x,y,z,structure,S1,S2,S3,S4,Energy,Av_chg_x,Av_chg_y,Avg_chg_z,Charge,M,state
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,4,5,8,9,10",4,2,2,0,-184.68164963,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,4,5,8,9,12",4,2,2,0,-184.6822928,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,4,5,7,10,15",4,2,1,1,-184.74884051,7.8,8.8,4.1,198.03,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,4,5,7,13,16",4,2,0,2,-184.70173865,7.8,8.8,4.1,198.032,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,4,9,10,11,12",4,0,4,0,-184.63434189,7.8,8.8,4.1,198.039,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,4,9,10,13,14",4,0,2,2,-184.68230537,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,4,9,12,15,16",4,0,2,2,-184.68165227,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,4,13,14,15,16",4,0,0,4,-184.63432109,7.8,8.8,4.1,198.039,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,5,6,8,9,10",3,3,2,0,-184.72580785,7.8,8.8,4.1,198.031,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,5,9,10,13,14",3,1,2,2,-184.75734969,7.8,8.8,4.1,198.028,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,2,3,5,9,12,13,16",3,1,2,2,-184.75920503,7.8,8.8,4.1,198.028,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,4,5,8,9,10,11,12",2,2,4,0,-184.68230476,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"1,4,5,8,13,14,15,16",2,2,0,4,-184.68230816,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"2,3,6,7,9,10,11,12",2,2,4,0,-184.68230416,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"2,3,6,7,9,13,15,16",2,2,1,3,-184.76605455,7.8,8.8,4.1,198.029,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"2,3,6,7,10,11,14,15",2,2,2,2,-184.7694768,7.8,8.8,4.1,198.026,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"2,3,6,7,13,14,15,16",2,2,0,4,-184.68230757,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"5,6,7,8,9,10,11,12",0,4,4,0,-184.63432109,7.8,8.8,4.1,198.039,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"5,6,7,8,9,12,13,16",0,4,2,2,-184.68165438,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"5,6,7,8,10,11,14,15",0,4,2,2,,,,,,,
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"5,6,7,8,10,11,15,16",0,4,2,2,-184.68165375,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"5,6,7,8,13,14,15,16",0,4,4,0,-184.68230761,7.8,8.8,4.1,198.033,0.0,0.0
Fe8_Co8_Se16,Fe,Co,Se,0.5,0.5,1,"9,10,11,12,13,14,15,16",0,0,4,4,-184.63434076,7.8,8.8,4.1,198.039,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,5,6,7,8",4,4,0,0,-144.4464654,8.5,9.4,3.8,204.85,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,5,6,9,10",4,2,2,0,-144.57728344,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,5,7,9,10",4,2,2,0,-144.56686595,8.5,9.4,3.8,204.844,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,5,7,9,13",4,2,1,1,-144.59653957,8.5,9.4,3.8,204.843,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,5,8,9,10",4,2,2,0,-144.55900814,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,5,8,9,12",4,2,2,0,-144.5772834,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,5,7,10,15",4,2,1,1,-144.59755494,8.5,9.4,3.8,204.841,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,5,7,13,16",4,2,0,2,-144.56686307,8.5,9.4,3.8,204.844,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,9,10,11,12",4,0,4,0,-144.4464652,8.5,9.4,3.8,204.85,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,9,10,13,14",4,0,2,2,-144.57728628,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,9,12,15,16",4,0,2,2,-144.55900488,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,4,13,14,15,16",4,0,0,4,-144.44645076,8.5,9.4,3.8,204.85,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,5,6,8,9,10",3,3,2,0,-144.58088675,8.5,9.4,3.8,204.844,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,5,9,10,13,14",3,1,2,2,-144.60978074,8.5,9.4,3.8,204.842,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,2,3,5,9,12,13,16",3,1,2,2,-144.62758824,8.5,9.4,3.8,204.842,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,4,5,8,9,10,11,12",2,2,4,0,-144.57728603,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"1,4,5,8,13,14,15,16",2,2,0,4,-144.57728752,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"2,3,6,7,9,10,11,12",2,2,4,0,-144.57728548,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"2,3,6,7,9,13,15,16",2,2,1,3,-144.57443519,8.5,9.4,3.8,204.84,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"2,3,6,7,10,11,14,15",2,2,2,2,-144.61575033,8.5,9.4,3.8,204.843,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"2,3,6,7,13,14,15,16",2,2,0,4,-144.57728697,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"5,6,7,8,9,10,11,12",0,4,4,0,-144.44645077,8.5,9.4,3.8,204.85,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"5,6,7,8,9,12,13,16",0,4,2,2,-144.559007,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"5,6,7,8,10,11,14,15",0,4,2,2,,,,,,,
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"5,6,7,8,10,11,15,16",0,4,2,2,-144.55900539,8.5,9.4,3.8,204.846,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"5,6,7,8,13,14,15,16",0,4,4,0,-144.44646634,8.5,9.4,3.8,204.85,0.0,0.0
Fe8_Co8_Te16,Fe,Co,Te,0.5,0.5,1,"9,10,11,12,13,14,15,16",0,0,4,4,-144.44646608,8.5,9.4,3.8,204.85,0.0,0.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,5,6,7,8",4,4,0,0,-226.88659164,7.5,5.9,3.7,167.105,20.017,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,5,6,9,10",4,2,2,0,-226.83078873,7.5,5.9,3.7,167.116,20.151,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,5,7,9,10",4,2,2,0,-226.95739717,7.5,5.9,3.7,167.106,19.664,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,5,7,9,13",4,2,1,1,-227.11450551,7.5,5.9,3.7,167.055,10.692,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,5,8,9,10",4,2,2,0,-226.83435865,7.5,5.9,3.7,167.115,20.252,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,5,8,9,12",4,2,2,0,-226.83078856,7.5,5.9,3.7,167.116,20.151,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,5,7,10,15",4,2,1,1,-226.84657221,7.5,5.9,3.7,167.075,15.462,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,5,7,13,16",4,2,0,2,-226.95739648,7.5,5.9,3.7,167.106,19.664,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,9,10,11,12",4,0,4,0,-226.88659223,7.5,5.9,3.7,167.105,20.017,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,9,10,13,14",4,0,2,2,-226.83079834,7.5,5.9,3.7,167.116,20.151,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,9,12,15,16",4,0,2,2,,,,,,,
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,4,13,14,15,16",4,0,0,4,-226.88658142,7.5,5.9,3.7,167.105,20.017,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,5,6,8,9,10",3,3,2,0,-226.91999278,7.5,5.9,3.7,167.116,20.1,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,5,9,10,13,14",3,1,2,2,-227.16347728,7.5,5.9,3.7,167.072,8.542,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,2,3,5,9,12,13,16",3,1,2,2,-226.83037263,7.5,5.9,3.7,167.1,18.499,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,4,5,8,9,10,11,12",2,2,4,0,-226.83079792,7.5,5.9,3.7,167.116,20.151,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"1,4,5,8,13,14,15,16",2,2,0,4,-226.83080227,7.5,5.9,3.7,167.116,20.151,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"2,3,6,7,9,10,11,12",2,2,4,0,-226.83079841,7.5,5.9,3.7,167.116,20.151,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"2,3,6,7,9,13,15,16",2,2,1,3,-226.85222298,7.5,5.9,3.7,167.11,20.412,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"2,3,6,7,10,11,14,15",2,2,2,2,-226.97969438,7.5,5.9,3.7,167.075,9.611,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"2,3,6,7,13,14,15,16",2,2,0,4,-226.83080276,7.5,5.9,3.7,167.116,20.151,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"5,6,7,8,9,10,11,12",0,4,4,0,,,,,,,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"5,6,7,8,9,12,13,16",0,4,2,2,-226.83436363,7.5,5.9,3.7,167.115,20.252,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"5,6,7,8,10,11,14,15",0,4,2,2,-226.83080281,7.5,5.9,3.7,167.116,20.151,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"5,6,7,8,10,11,15,16",0,4,2,2,-226.83436361,7.5,5.9,3.7,167.115,20.252,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"5,6,7,8,13,14,15,16",0,4,4,0,-226.88659649,7.5,5.9,3.7,167.105,20.017,1.0
Fe8_Cr8_S16,Fe,Cr,S,0.5,0.5,1,"9,10,11,12,13,14,15,16",0,0,4,4,-226.88659508,7.5,5.9,3.7,167.105,20.017,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,5,6,7,8",4,4,0,0,-197.85894181,7.9,6.3,4.1,179.482,13.524,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,5,6,9,10",4,2,2,0,-197.8956133,7.9,6.3,4.1,179.457,10.948,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,5,7,9,10",4,2,2,0,-197.89591008,7.9,6.3,4.1,179.453,10.93,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,5,7,9,13",4,2,1,1,,,,,,,
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,5,8,9,10",4,2,2,0,-197.81982925,7.9,6.3,4.1,179.465,11.939,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,5,8,9,12",4,2,2,0,,,,,,,
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,5,7,10,15",4,2,1,1,-197.9068766,7.9,6.3,4.1,179.448,10.64,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,5,7,13,16",4,2,0,2,-197.89590958,7.9,6.3,4.1,179.453,10.93,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,9,10,11,12",4,0,4,0,-197.85894174,7.9,6.3,4.1,179.482,13.524,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,9,10,13,14",4,0,2,2,-197.8956254,7.9,6.3,4.1,179.457,10.948,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,9,12,15,16",4,0,2,2,-197.8198323,7.9,6.3,4.1,179.465,11.939,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,4,13,14,15,16",4,0,0,4,-197.85892509,7.9,6.3,4.1,179.482,13.524,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,5,6,8,9,10",3,3,2,0,-197.92836708,7.9,6.3,4.1,179.452,12.032,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,5,9,10,13,14",3,1,2,2,-198.20911384,7.9,6.3,4.1,179.43,10.034,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,2,3,5,9,12,13,16",3,1,2,2,-197.96408146,7.9,6.3,4.1,179.44,10.446,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,4,5,8,9,10,11,12",2,2,4,0,-197.89562568,7.9,6.3,4.1,179.457,10.948,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"1,4,5,8,13,14,15,16",2,2,0,4,-197.89562477,7.9,6.3,4.1,179.457,10.948,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"2,3,6,7,9,10,11,12",2,2,4,0,-197.89562605,7.9,6.3,4.1,179.457,10.948,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"2,3,6,7,9,13,15,16",2,2,1,3,-197.78822849,7.9,6.3,4.1,179.45,11.006,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"2,3,6,7,10,11,14,15",2,2,2,2,-198.42362196,7.9,6.3,4.1,179.408,8.067,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"2,3,6,7,13,14,15,16",2,2,0,4,-197.89562507,7.9,6.3,4.1,179.457,10.948,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"5,6,7,8,9,10,11,12",0,4,4,0,-197.85892511,7.9,6.3,4.1,179.482,13.524,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"5,6,7,8,9,12,13,16",0,4,2,2,-197.81983475,7.9,6.3,4.1,179.465,11.939,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"5,6,7,8,10,11,14,15",0,4,2,2,-197.89562505,7.9,6.3,4.1,179.457,10.948,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"5,6,7,8,10,11,15,16",0,4,2,2,-197.81983448,7.9,6.3,4.1,179.465,11.939,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"5,6,7,8,13,14,15,16",0,4,4,0,-197.85894716,7.9,6.3,4.1,179.482,13.524,1.0
Fe8_Cr8_Se16,Fe,Cr,Se,0.5,0.5,1,"9,10,11,12,13,14,15,16",0,0,4,4,-197.85894615,7.9,6.3,4.1,179.482,13.524,1.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,5,6,7,8",4,4,0,0,-147.8866962,8.5,7.1,3.9,187.956,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,5,6,9,10",4,2,2,0,-148.00699887,8.5,7.1,3.9,187.942,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,5,7,9,10",4,2,2,0,-148.00474466,8.5,7.1,3.9,187.942,-1.903,2.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,5,7,9,13",4,2,1,1,-148.17199238,8.5,7.1,3.9,187.934,1.984,1.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,5,8,9,10",4,2,2,0,-147.95674656,8.5,7.1,3.9,187.947,-0.008,2.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,5,8,9,12",4,2,2,0,-148.00699802,8.5,7.1,3.9,187.942,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,5,7,10,15",4,2,1,1,-148.02329356,8.5,7.1,3.9,187.941,-1.857,2.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,5,7,13,16",4,2,0,2,-148.00474445,8.5,7.1,3.9,187.942,-1.903,2.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,9,10,11,12",4,0,4,0,-147.88669829,8.5,7.1,3.9,187.956,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,9,10,13,14",4,0,2,2,,,,,,,
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,9,12,15,16",4,0,2,2,-147.95675205,8.5,7.1,3.9,187.947,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,4,13,14,15,16",4,0,0,4,-147.88667817,8.5,7.1,3.9,187.956,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,5,6,8,9,10",3,3,2,0,-147.90726161,8.5,7.1,3.9,187.938,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,5,9,10,13,14",3,1,2,2,-148.28213321,8.5,7.1,3.9,187.924,-0.9,2.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,2,3,5,9,12,13,16",3,1,2,2,-148.07625954,8.5,7.1,3.9,187.94,-1.239,2.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,4,5,8,9,10,11,12",2,2,4,0,-148.00946937,8.5,7.1,3.9,187.942,0.624,1.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"1,4,5,8,13,14,15,16",2,2,0,4,-148.01689666,8.5,7.1,3.9,187.942,1.446,1.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"2,3,6,7,9,10,11,12",2,2,4,0,-148.01689696,8.5,7.1,3.9,187.942,1.446,1.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"2,3,6,7,9,13,15,16",2,2,1,3,-147.98145154,8.5,7.1,3.9,187.94,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"2,3,6,7,10,11,14,15",2,2,2,2,-148.45199901,8.5,7.1,3.9,187.902,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"2,3,6,7,13,14,15,16",2,2,0,4,-148.00701983,8.5,7.1,3.9,187.942,0.015,1.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"5,6,7,8,9,10,11,12",0,4,4,0,-147.88667816,8.5,7.1,3.9,187.956,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"5,6,7,8,9,12,13,16",0,4,2,2,-147.95678645,8.5,7.1,3.9,187.947,-0.169,2.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"5,6,7,8,10,11,14,15",0,4,2,2,-148.01689746,8.5,7.1,3.9,187.942,1.447,1.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"5,6,7,8,10,11,15,16",0,4,2,2,-147.95692231,8.5,7.1,3.9,187.947,-0.084,2.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"5,6,7,8,13,14,15,16",0,4,4,0,-147.88670428,8.5,7.1,3.9,187.956,0.0,0.0
Fe8_Cr8_Te16,Fe,Cr,Te,0.5,0.5,1,"9,10,11,12,13,14,15,16",0,0,4,4,-147.88670062,8.5,7.1,3.9,187.956,0.0,0.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,5,6,7,8",4,4,0,0,-223.11435917,7.5,6.0,3.7,168.19,14.596,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,5,6,9,10",4,2,2,0,-223.22808615,7.5,6.0,3.7,168.186,14.022,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,5,7,9,10",4,2,2,0,-223.21734957,7.5,6.0,3.7,168.189,14.362,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,5,7,9,13",4,2,1,1,-223.36714815,7.5,6.0,3.7,168.194,12.008,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,5,8,9,10",4,2,2,0,-223.15467867,7.5,6.0,3.7,168.192,14.284,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,5,8,9,12",4,2,2,0,-223.22808591,7.5,6.0,3.7,168.186,14.022,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,5,7,10,15",4,2,1,1,-223.2259097,7.5,6.0,3.7,168.195,14.157,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,5,7,13,16",4,2,0,2,-223.21808461,7.5,6.0,3.7,168.189,14.401,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,9,10,11,12",4,0,4,0,-223.11436047,7.5,6.0,3.7,168.19,14.596,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,9,10,13,14",4,0,2,2,-223.22809783,7.5,6.0,3.7,168.186,14.022,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,9,12,15,16",4,0,2,2,-223.15468344,7.5,6.0,3.7,168.192,14.284,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,4,13,14,15,16",4,0,0,4,-223.11434715,7.5,6.0,3.7,168.19,14.596,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,5,6,8,9,10",3,3,2,0,-223.20817464,7.5,6.0,3.7,168.189,14.616,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,5,9,10,13,14",3,1,2,2,-223.43973066,7.5,6.0,3.7,168.174,14.171,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,2,3,5,9,12,13,16",3,1,2,2,-223.27444286,7.5,6.0,3.7,168.187,14.092,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,4,5,8,9,10,11,12",2,2,4,0,-223.22809495,7.5,6.0,3.7,168.186,14.022,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"1,4,5,8,13,14,15,16",2,2,0,4,-223.22809271,7.5,6.0,3.7,168.186,14.022,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"2,3,6,7,9,10,11,12",2,2,4,0,-223.22809743,7.5,6.0,3.7,168.186,14.022,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"2,3,6,7,9,13,15,16",2,2,1,3,-223.14677538,7.5,6.0,3.7,168.188,14.224,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"2,3,6,7,10,11,14,15",2,2,2,2,-223.48603981,7.5,6.0,3.7,168.173,13.986,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"2,3,6,7,13,14,15,16",2,2,0,4,-223.22809692,7.5,6.0,3.7,168.186,14.022,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"5,6,7,8,9,10,11,12",0,4,4,0,-223.11434714,7.5,6.0,3.7,168.19,14.596,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"5,6,7,8,9,12,13,16",0,4,2,2,-223.15468317,7.5,6.0,3.7,168.192,14.284,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"5,6,7,8,10,11,14,15",0,4,2,2,-223.22809696,7.5,6.0,3.7,168.186,14.022,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"5,6,7,8,10,11,15,16",0,4,2,2,-223.15468519,7.5,6.0,3.7,168.192,14.284,1.0
Fe8_Mn8_S16,Fe,Mn,S,0.5,0.5,1,"5,6,7,8,13,14,15,16",0,4,4,0,-223.1143631,7.5,6.0,3.7,168.19,14.596,1.0
